id,styleId,size,quantity
5292,909,"L",32
5293,909,"XL",42
5294,909,"XXL",38
5295,910,"XS",37
5296,910,"S",39
5297,910,"M",46
5298,910,"L",14
5299,910,"XL",52
5300,910,"XXL",16
5301,911,"XS",53
5302,911,"S",8
5303,911,"M",40
5304,911,"L",53
5305,911,"XL",8
5306,911,"XXL",59
5307,912,"XS",10
5308,912,"S",16
5309,912,"M",21
5310,912,"L",54
5311,912,"XL",19
5312,912,"XXL",40
5313,913,"XS",53
5314,913,"S",6
5315,913,"M",5
5316,913,"L",54
5317,913,"XL",28
5318,913,"XXL",29
5319,914,"XS",24
5320,914,"S",32
5321,914,"M",21
5322,914,"L",19
5323,914,"XL",3
5324,914,"XXL",29
5325,915,"XS",23
5326,915,"S",1
5327,915,"M",16
5328,915,"L",50
5329,915,"XL",7
5330,915,"XXL",51
5331,916,"XS",9
5332,916,"S",3
5333,916,"M",3
5334,916,"L",23
5335,916,"XL",48
5336,916,"XXL",7
5337,917,"XS",13
5338,917,"S",10
5339,917,"M",50
5340,917,"L",54
5341,917,"XL",36
5342,917,"XXL",50
5343,918,"XS",15
5344,918,"S",46
5345,918,"M",53
5346,918,"L",45
5347,918,"XL",47
5348,918,"XXL",58
5349,919,"XS",34
5350,919,"S",7
5351,919,"M",24
5352,919,"L",52
5353,919,"XL",29
5354,919,"XXL",22
5355,920,"XS",40
5356,920,"S",58
5357,920,"M",14
5358,920,"L",36
5359,920,"XL",41
5360,920,"XXL",41
5361,921,"XS",25
5362,921,"S",0
5363,921,"M",24
5364,921,"L",21
5365,921,"XL",45
5366,921,"XXL",1
5367,922,"XS",47
5368,922,"S",47
5369,922,"M",53
5370,922,"L",48
5371,922,"XL",31
5372,922,"XXL",20
5373,923,"XS",55
5374,923,"S",8
5375,923,"M",9
5376,923,"L",2
5377,923,"XL",40
5378,923,"XXL",37
5379,924,"7",3
5380,924,"7.5",37
5381,924,"8",45
5382,924,"8.5",57
5383,924,"9",48
5384,924,"9.5",2
5385,924,"10",15
5386,924,"10.5",47
5387,924,"11",34
5388,924,"11.5",37
5389,924,"12",25
5390,925,"XS",24
5391,925,"S",14
5392,925,"M",25
5393,925,"L",13
5394,925,"XL",25
5395,925,"XXL",54
5396,926,"XS",34
5397,926,"S",41
5398,926,"M",48
5399,926,"L",28
5400,926,"XL",36
5401,926,"XXL",35
5402,927,"XS",52
5403,927,"S",14
5404,927,"M",59
5405,927,"L",13
5406,927,"XL",40
5407,927,"XXL",38
5408,928,"XS",29
5409,928,"S",6
5410,928,"M",10
5411,928,"L",27
5412,928,"XL",30
5413,928,"XXL",2
5414,929,"XS",31
5415,929,"S",29
5416,929,"M",26
5417,929,"L",25
5418,929,"XL",13
5419,929,"XXL",25
5420,930,"7",57
5421,930,"7.5",26
5422,930,"8",57
5423,930,"8.5",35
5424,930,"9",0
5425,930,"9.5",40
5426,930,"10",16
5427,930,"10.5",45
5428,930,"11",57
5429,930,"11.5",55
5430,930,"12",39
5431,931,"7",30
5432,931,"7.5",22
5433,931,"8",44
5434,931,"8.5",35
5435,931,"9",27
5436,931,"9.5",59
5437,931,"10",6
5438,931,"10.5",29
5439,931,"11",21
5440,931,"11.5",11
5441,931,"12",18
5442,932,"XS",13
5443,932,"S",59
5444,932,"M",12
5445,932,"L",24
5446,932,"XL",3
5447,932,"XXL",18
5448,933,"XS",52
5449,933,"S",16
5450,933,"M",12
5451,933,"L",3
5452,933,"XL",30
5453,933,"XXL",27
5454,934,"XS",46
5455,934,"S",8
5456,934,"M",9
5457,934,"L",6
5458,934,"XL",2
5459,934,"XXL",12
5460,935,"XS",2
5461,935,"S",58
5462,935,"M",17
5463,935,"L",15
5464,935,"XL",15
5465,935,"XXL",37
5466,936,"XS",7
5467,936,"S",28
5468,936,"M",53
5469,936,"L",40
5470,936,"XL",4
5471,936,"XXL",3
5472,937,"One Size",8
5473,938,"One Size",58
5474,939,"One Size",46
5475,940,"XS",15
5476,940,"S",48
5477,940,"M",47
5478,940,"L",31
5479,940,"XL",23
5480,940,"XXL",22
5481,941,"One Size",52
5482,942,"One Size",2
5483,943,"One Size",40
5484,944,"One Size",43
5485,945,"One Size",34
5486,946,"One Size",0
5487,947,"One Size",34
5488,948,"One Size",41
5489,949,"XS",51
5490,949,"S",26
5491,949,"M",9
5492,949,"L",7
5493,949,"XL",22
5494,949,"XXL",41
5495,950,"7",41
5496,950,"7.5",2
5497,950,"8",55
5498,950,"8.5",24
5499,950,"9",1
5500,950,"9.5",3
5501,950,"10",16
5502,950,"10.5",6
5503,950,"11",23
5504,950,"11.5",29
5505,950,"12",0
5506,951,"XS",7
5507,951,"S",53
5508,951,"M",49
5509,951,"L",36
5510,951,"XL",14
5511,951,"XXL",26
5512,952,"XS",32
5513,952,"S",3
5514,952,"M",23
5515,952,"L",59
5516,952,"XL",38
5517,952,"XXL",29
5518,953,"XS",59
5519,953,"S",40
5520,953,"M",24
5521,953,"L",14
5522,953,"XL",21
5523,953,"XXL",11
5524,954,"XS",45
5525,954,"S",36
5526,954,"M",43
5527,954,"L",17
5528,954,"XL",10
5529,954,"XXL",21
5530,955,"XS",16
5531,955,"S",30
5532,955,"M",16
5533,955,"L",28
5534,955,"XL",33
5535,955,"XXL",10
5536,956,"XS",39
5537,956,"S",42
5538,956,"M",15
5539,956,"L",6
5540,956,"XL",22
5541,956,"XXL",57
5542,957,"XS",48
5543,957,"S",36
5544,957,"M",45
5545,957,"L",20
5546,957,"XL",42
5547,957,"XXL",20
5548,958,"XS",30
5549,958,"S",27
5550,958,"M",0
5551,958,"L",26
5552,958,"XL",32
5553,958,"XXL",55
5554,959,"XS",35
5555,959,"S",8
5556,959,"M",45
5557,959,"L",27
5558,959,"XL",38
5559,959,"XXL",8
5560,960,"One Size",50
5561,961,"One Size",19
5562,962,"XS",33
5563,962,"S",43
5564,962,"M",41
5565,962,"L",59
5566,962,"XL",54
5567,962,"XXL",55
5568,963,"XS",1
5569,963,"S",2
5570,963,"M",15
5571,963,"L",30
5572,963,"XL",16
5573,963,"XXL",51
5574,964,"XS",55
5575,964,"S",37
5576,964,"M",56
5577,964,"L",33
5578,964,"XL",26
5579,964,"XXL",30
5580,965,"XS",46
5581,965,"S",49
5582,965,"M",8
5583,965,"L",52
5584,965,"XL",55
5585,965,"XXL",41
5586,966,"XS",10
5587,966,"S",56
5588,966,"M",1
5589,966,"L",33
5590,966,"XL",13
5591,966,"XXL",22
5592,967,"7",51
5593,967,"7.5",41
5594,967,"8",56
5595,967,"8.5",14
5596,967,"9",25
5597,967,"9.5",33
5598,967,"10",17
5599,967,"10.5",58
5600,967,"11",44
5601,967,"11.5",12
5602,967,"12",28
5603,968,"XS",4
5604,968,"S",14
5605,968,"M",53
5606,968,"L",49
5607,968,"XL",14
5608,968,"XXL",19
5609,969,"XS",50
5610,969,"S",36
5611,969,"M",14
5612,969,"L",52
5613,969,"XL",56
5614,969,"XXL",48
5615,970,"XS",28
5616,970,"S",41
5617,970,"M",56
5618,970,"L",37
5619,970,"XL",36
5620,970,"XXL",10
5621,971,"XS",23
5622,971,"S",9
5623,971,"M",2
5624,971,"L",2
5625,971,"XL",27
5626,971,"XXL",42
5627,972,"XS",18
5628,972,"S",39
5629,972,"M",46
5630,972,"L",51
5631,972,"XL",50
5632,972,"XXL",39
5633,973,"XS",30
5634,973,"S",30
5635,973,"M",57
5636,973,"L",5
5637,973,"XL",58
5638,973,"XXL",7
5639,974,"7",15
5640,974,"7.5",21
5641,974,"8",45
5642,974,"8.5",0
5643,974,"9",5
5644,974,"9.5",13
5645,974,"10",58
5646,974,"10.5",14
5647,974,"11",46
5648,974,"11.5",12
5649,974,"12",55
5650,975,"7",38
5651,975,"7.5",58
5652,975,"8",37
5653,975,"8.5",37
5654,975,"9",7
5655,975,"9.5",20
5656,975,"10",25
5657,975,"10.5",25
5658,975,"11",36
5659,975,"11.5",28
5660,975,"12",11
5661,976,"7",32
5662,976,"7.5",12
5663,976,"8",13
5664,976,"8.5",51
5665,976,"9",25
5666,976,"9.5",23
5667,976,"10",0
5668,976,"10.5",36
5669,976,"11",22
5670,976,"11.5",47
5671,976,"12",59
5672,977,"7",12
5673,977,"7.5",34
5674,977,"8",10
5675,977,"8.5",47
5676,977,"9",18
5677,977,"9.5",56
5678,977,"10",8
5679,977,"10.5",52
5680,977,"11",8
5681,977,"11.5",33
5682,977,"12",38
5683,978,"7",47
5684,978,"7.5",39
5685,978,"8",43
5686,978,"8.5",4
5687,978,"9",10
5688,978,"9.5",24
5689,978,"10",43
5690,978,"10.5",6
5691,978,"11",50
5692,978,"11.5",15
5693,978,"12",54
5694,979,"7",48
5695,979,"7.5",46
5696,979,"8",2
5697,979,"8.5",53
5698,979,"9",48
5699,979,"9.5",39
5700,979,"10",39
5701,979,"10.5",57
5702,979,"11",10
5703,979,"11.5",36
5704,979,"12",54
5705,980,"XS",18
5706,980,"S",47
5707,980,"M",28
5708,980,"L",5
5709,980,"XL",27
5710,980,"XXL",3
5711,981,"XS",9
5712,981,"S",5
5713,981,"M",27
5714,981,"L",40
5715,981,"XL",55
5716,981,"XXL",12
5717,982,"XS",38
5718,982,"S",3
5719,982,"M",32
5720,982,"L",28
5721,982,"XL",26
5722,982,"XXL",41
5723,983,"One Size",4
5724,984,"One Size",16
5725,985,"XS",0
5726,985,"S",2
5727,985,"M",34
5728,985,"L",46
5729,985,"XL",41
5730,985,"XXL",58
5731,986,"XS",54
5732,986,"S",50
5733,986,"M",46
5734,986,"L",43
5735,986,"XL",42
5736,986,"XXL",22
5737,987,"XS",10
5738,987,"S",22
5739,987,"M",41
5740,987,"L",55
5741,987,"XL",52
5742,987,"XXL",26
5743,988,"XS",58
5744,988,"S",20
5745,988,"M",20
5746,988,"L",27
5747,988,"XL",19
5748,988,"XXL",5
5749,989,"XS",26
5750,989,"S",19
5751,989,"M",2
5752,989,"L",49
5753,989,"XL",55
5754,989,"XXL",50
5755,990,"XS",51
5756,990,"S",20
5757,990,"M",20
5758,990,"L",36
5759,990,"XL",12
5760,990,"XXL",47
5761,991,"XS",14
5762,991,"S",7
5763,991,"M",39
5764,991,"L",14
5765,991,"XL",16
5766,991,"XXL",25
5767,992,"XS",31
5768,992,"S",1
5769,992,"M",26
5770,992,"L",33
5771,992,"XL",34
5772,992,"XXL",53
5773,993,"XS",55
5774,993,"S",7
5775,993,"M",2
5776,993,"L",58
5777,993,"XL",11
5778,993,"XXL",24
5779,994,"XS",15
5780,994,"S",58
5781,994,"M",56
5782,994,"L",29
5783,994,"XL",24
5784,994,"XXL",23
5785,995,"XS",59
5786,995,"S",29
5787,995,"M",26
5788,995,"L",20
5789,995,"XL",37
5790,995,"XXL",52
5791,996,"XS",50
5792,996,"S",25
5793,996,"M",2
5794,996,"L",32
5795,996,"XL",55
5796,996,"XXL",42
5797,997,"XS",35
5798,997,"S",16
5799,997,"M",20
5800,997,"L",30
5801,997,"XL",51
5802,997,"XXL",46
5803,998,"XS",30
5804,998,"S",4
5805,998,"M",7
5806,998,"L",21
5807,998,"XL",4
5808,998,"XXL",40
5809,999,"XS",55
5810,999,"S",15
5811,999,"M",26
5812,999,"L",24
5813,999,"XL",40
5814,999,"XXL",16
5815,1000,"XS",20
5816,1000,"S",26
5817,1000,"M",35
5818,1000,"L",52
5819,1000,"XL",30
5820,1000,"XXL",51
5821,1001,"One Size",38
5822,1002,"One Size",50
5823,1003,"One Size",0
5824,1004,"XS",51
5825,1004,"S",28
5826,1004,"M",15
5827,1004,"L",18
5828,1004,"XL",56
5829,1004,"XXL",10
5830,1005,"XS",10
5831,1005,"S",17
5832,1005,"M",14
5833,1005,"L",32
5834,1005,"XL",15
5835,1005,"XXL",17
5836,1006,"XS",0
5837,1006,"S",22
5838,1006,"M",5
5839,1006,"L",15
5840,1006,"XL",36
5841,1006,"XXL",18
5842,1007,"XS",25
5843,1007,"S",9
5844,1007,"M",54
5845,1007,"L",1
5846,1007,"XL",56
5847,1007,"XXL",6
5848,1008,"XS",15
5849,1008,"S",23
5850,1008,"M",41
5851,1008,"L",43
5852,1008,"XL",19
5853,1008,"XXL",27
5854,1009,"XS",3
5855,1009,"S",44
5856,1009,"M",39
5857,1009,"L",10
5858,1009,"XL",46
5859,1009,"XXL",6
5860,1010,"XS",26
5861,1010,"S",37
5862,1010,"M",29
5863,1010,"L",3
5864,1010,"XL",3
5865,1010,"XXL",1
5866,1011,"XS",54
5867,1011,"S",43
5868,1011,"M",58
5869,1011,"L",0
5870,1011,"XL",30
5871,1011,"XXL",44
5872,1012,"XS",10
5873,1012,"S",52
5874,1012,"M",12
5875,1012,"L",40
5876,1012,"XL",21
5877,1012,"XXL",55
5878,1013,"XS",6
5879,1013,"S",31
5880,1013,"M",30
5881,1013,"L",23
5882,1013,"XL",29
5883,1013,"XXL",26
5884,1014,"XS",7
5885,1014,"S",48
5886,1014,"M",51
5887,1014,"L",8
5888,1014,"XL",33
5889,1014,"XXL",59
5890,1015,"XS",47
5891,1015,"S",43
5892,1015,"M",41
5893,1015,"L",49
5894,1015,"XL",41
5895,1015,"XXL",11
5896,1016,"XS",1
5897,1016,"S",17
5898,1016,"M",32
5899,1016,"L",10
5900,1016,"XL",17
5901,1016,"XXL",35
5902,1017,"XS",57
5903,1017,"S",11
5904,1017,"M",22
5905,1017,"L",10
5906,1017,"XL",30
5907,1017,"XXL",39
5908,1018,"XS",37
5909,1018,"S",35
5910,1018,"M",34
5911,1018,"L",2
5912,1018,"XL",55
5913,1018,"XXL",48
5914,1019,"XS",18
5915,1019,"S",34
5916,1019,"M",32
5917,1019,"L",1
5918,1019,"XL",24
5919,1019,"XXL",58
5920,1020,"XS",13
5921,1020,"S",30
5922,1020,"M",38
5923,1020,"L",11
5924,1020,"XL",16
5925,1020,"XXL",5
5926,1021,"XS",38
5927,1021,"S",31
5928,1021,"M",32
5929,1021,"L",14
5930,1021,"XL",3
5931,1021,"XXL",1
5932,1022,"XS",26
5933,1022,"S",24
5934,1022,"M",4
5935,1022,"L",12
5936,1022,"XL",31
5937,1022,"XXL",58
5938,1023,"XS",4
5939,1023,"S",24
5940,1023,"M",16
5941,1023,"L",44
5942,1023,"XL",24
5943,1023,"XXL",31
5944,1024,"XS",41
5945,1024,"S",30
5946,1024,"M",27
5947,1024,"L",40
5948,1024,"XL",45
5949,1024,"XXL",28
5950,1025,"One Size",23
5951,1026,"One Size",11
5952,1027,"XS",2
5953,1027,"S",10
5954,1027,"M",56
5955,1027,"L",11
5956,1027,"XL",14
5957,1027,"XXL",50
5958,1028,"XS",43
5959,1028,"S",5
5960,1028,"M",14
5961,1028,"L",4
5962,1028,"XL",45
5963,1028,"XXL",21
5964,1029,"XS",40
5965,1029,"S",47
5966,1029,"M",2
5967,1029,"L",52
5968,1029,"XL",24
5969,1029,"XXL",0
5970,1030,"XS",13
5971,1030,"S",37
5972,1030,"M",57
5973,1030,"L",21
5974,1030,"XL",55
5975,1030,"XXL",59
5976,1031,"XS",4
5977,1031,"S",54
5978,1031,"M",41
5979,1031,"L",37
5980,1031,"XL",55
5981,1031,"XXL",55
5982,1032,"XS",3
5983,1032,"S",38
5984,1032,"M",8
5985,1032,"L",9
5986,1032,"XL",18
5987,1032,"XXL",46
5988,1033,"XS",52
5989,1033,"S",33
5990,1033,"M",53
5991,1033,"L",41
5992,1033,"XL",21
5993,1033,"XXL",34
5994,1034,"XS",25
5995,1034,"S",32
5996,1034,"M",37
5997,1034,"L",34
5998,1034,"XL",19
5999,1034,"XXL",10
6000,1035,"XS",15
6001,1035,"S",29
6002,1035,"M",16
6003,1035,"L",50
6004,1035,"XL",56
6005,1035,"XXL",27
6006,1036,"XS",40
6007,1036,"S",47
6008,1036,"M",2
6009,1036,"L",5
6010,1036,"XL",39
6011,1036,"XXL",27
6012,1037,"XS",13
6013,1037,"S",32
6014,1037,"M",12
6015,1037,"L",51
6016,1037,"XL",4
6017,1037,"XXL",25
6018,1038,"XS",26
6019,1038,"S",29
6020,1038,"M",30
6021,1038,"L",54
6022,1038,"XL",47
6023,1038,"XXL",22
6024,1039,"XS",55
6025,1039,"S",13
6026,1039,"M",21
6027,1039,"L",31
6028,1039,"XL",56
6029,1039,"XXL",47
6030,1040,"XS",14
6031,1040,"S",2
6032,1040,"M",6
6033,1040,"L",46
6034,1040,"XL",9
6035,1040,"XXL",31
6036,1041,"XS",47
6037,1041,"S",2
6038,1041,"M",39
6039,1041,"L",0
6040,1041,"XL",12
6041,1041,"XXL",34
6042,1042,"One Size",23
6043,1043,"One Size",59
6044,1044,"One Size",2
6045,1045,"One Size",41
6046,1046,"One Size",59
6047,1047,"One Size",43
6048,1048,"One Size",49
6049,1049,"7",46
6050,1049,"7.5",51
6051,1049,"8",56
6052,1049,"8.5",11
6053,1049,"9",12
6054,1049,"9.5",27
6055,1049,"10",55
6056,1049,"10.5",30
6057,1049,"11",30
6058,1049,"11.5",52
6059,1049,"12",12
6060,1050,"7",16
6061,1050,"7.5",26
6062,1050,"8",10
6063,1050,"8.5",4
6064,1050,"9",52
6065,1050,"9.5",30
6066,1050,"10",40
6067,1050,"10.5",51
6068,1050,"11",8
6069,1050,"11.5",55
6070,1050,"12",33
6071,1051,"7",41
6072,1051,"7.5",49
6073,1051,"8",14
6074,1051,"8.5",26
6075,1051,"9",30
6076,1051,"9.5",3
6077,1051,"10",9
6078,1051,"10.5",4
6079,1051,"11",7
6080,1051,"11.5",39
6081,1051,"12",45
6082,1052,"7",17
6083,1052,"7.5",29
6084,1052,"8",43
6085,1052,"8.5",24
6086,1052,"9",34
6087,1052,"9.5",17
6088,1052,"10",43
6089,1052,"10.5",21
6090,1052,"11",52
6091,1052,"11.5",28
6092,1052,"12",5
6093,1053,"7",0
6094,1053,"7.5",28
6095,1053,"8",23
6096,1053,"8.5",21
6097,1053,"9",11
6098,1053,"9.5",21
6099,1053,"10",6
6100,1053,"10.5",17
6101,1053,"11",20
6102,1053,"11.5",58
6103,1053,"12",39
6104,1054,"XS",9
6105,1054,"S",59
6106,1054,"M",51
6107,1054,"L",59
6108,1054,"XL",20
6109,1054,"XXL",15
6110,1055,"XS",51
6111,1055,"S",58
6112,1055,"M",5
6113,1055,"L",41
6114,1055,"XL",14
6115,1055,"XXL",27
6116,1056,"XS",4
6117,1056,"S",24
6118,1056,"M",52
6119,1056,"L",51
6120,1056,"XL",49
6121,1056,"XXL",56
6122,1057,"XS",2
6123,1057,"S",34
6124,1057,"M",25
6125,1057,"L",22
6126,1057,"XL",27
6127,1057,"XXL",58
6128,1058,"XS",52
6129,1058,"S",13
6130,1058,"M",57
6131,1058,"L",36
6132,1058,"XL",13
6133,1058,"XXL",39
6134,1059,"XS",24
6135,1059,"S",10
6136,1059,"M",51
6137,1059,"L",39
6138,1059,"XL",10
6139,1059,"XXL",42
6140,1060,"XS",49
6141,1060,"S",48
6142,1060,"M",14
6143,1060,"L",20
6144,1060,"XL",10
6145,1060,"XXL",20
6146,1061,"XS",59
6147,1061,"S",18
6148,1061,"M",23
6149,1061,"L",6
6150,1061,"XL",20
6151,1061,"XXL",45
6152,1062,"XS",7
6153,1062,"S",24
6154,1062,"M",51
6155,1062,"L",50
6156,1062,"XL",14
6157,1062,"XXL",22
6158,1063,"One Size",15
6159,1064,"One Size",16
6160,1065,"One Size",32
6161,1066,"One Size",11
6162,1067,"XS",10
6163,1067,"S",12
6164,1067,"M",30
6165,1067,"L",7
6166,1067,"XL",24
6167,1067,"XXL",11
6168,1068,"XS",46
6169,1068,"S",28
6170,1068,"M",23
6171,1068,"L",53
6172,1068,"XL",44
6173,1068,"XXL",30
6174,1069,"XS",14
6175,1069,"S",38
6176,1069,"M",28
6177,1069,"L",4
6178,1069,"XL",19
6179,1069,"XXL",55
6180,1070,"XS",29
6181,1070,"S",32
6182,1070,"M",37
6183,1070,"L",5
6184,1070,"XL",23
6185,1070,"XXL",38
6186,1071,"XS",50
6187,1071,"S",37
6188,1071,"M",37
6189,1071,"L",7
6190,1071,"XL",46
6191,1071,"XXL",12
6192,1072,"XS",16
6193,1072,"S",19
6194,1072,"M",43
6195,1072,"L",49
6196,1072,"XL",37
6197,1072,"XXL",3
6198,1073,"XS",6
6199,1073,"S",28
6200,1073,"M",22
6201,1073,"L",3
6202,1073,"XL",56
6203,1073,"XXL",32
6204,1074,"XS",24
6205,1074,"S",31
6206,1074,"M",5
6207,1074,"L",19
6208,1074,"XL",56
6209,1074,"XXL",58
6210,1075,"XS",12
6211,1075,"S",31
6212,1075,"M",32
6213,1075,"L",23
6214,1075,"XL",45
6215,1075,"XXL",2
6216,1076,"XS",11
6217,1076,"S",52
6218,1076,"M",17
6219,1076,"L",15
6220,1076,"XL",58
6221,1076,"XXL",53
6222,1077,"XS",30
6223,1077,"S",23
6224,1077,"M",57
6225,1077,"L",8
6226,1077,"XL",5
6227,1077,"XXL",34
6228,1078,"XS",38
6229,1078,"S",34
6230,1078,"M",41
6231,1078,"L",33
6232,1078,"XL",38
6233,1078,"XXL",55
6234,1079,"XS",3
6235,1079,"S",57
6236,1079,"M",15
6237,1079,"L",35
6238,1079,"XL",53
6239,1079,"XXL",13
6240,1080,"One Size",59
6241,1081,"XS",32
6242,1081,"S",28
6243,1081,"M",26
6244,1081,"L",51
6245,1081,"XL",0
6246,1081,"XXL",27
6247,1082,"XS",53
6248,1082,"S",30
6249,1082,"M",56
6250,1082,"L",55
6251,1082,"XL",53
6252,1082,"XXL",32
6253,1083,"XS",10
6254,1083,"S",49
6255,1083,"M",56
6256,1083,"L",57
6257,1083,"XL",29
6258,1083,"XXL",59
6259,1084,"XS",29
6260,1084,"S",5
6261,1084,"M",45
6262,1084,"L",50
6263,1084,"XL",27
6264,1084,"XXL",9
6265,1085,"7",8
6266,1085,"7.5",34
6267,1085,"8",8
6268,1085,"8.5",5
6269,1085,"9",20
6270,1085,"9.5",56
6271,1085,"10",16
6272,1085,"10.5",26
6273,1085,"11",1
6274,1085,"11.5",35
6275,1085,"12",3
6276,1086,"7",15
6277,1086,"7.5",53
6278,1086,"8",44
6279,1086,"8.5",33
6280,1086,"9",21
6281,1086,"9.5",24
6282,1086,"10",1
6283,1086,"10.5",45
6284,1086,"11",44
6285,1086,"11.5",56
6286,1086,"12",55
6287,1087,"7",32
6288,1087,"7.5",59
6289,1087,"8",40
6290,1087,"8.5",1
6291,1087,"9",46
6292,1087,"9.5",10
6293,1087,"10",4
6294,1087,"10.5",48
6295,1087,"11",31
6296,1087,"11.5",6
6297,1087,"12",32
6298,1088,"7",29
6299,1088,"7.5",25
6300,1088,"8",39
6301,1088,"8.5",49
6302,1088,"9",6
6303,1088,"9.5",20
6304,1088,"10",34
6305,1088,"10.5",33
6306,1088,"11",7
6307,1088,"11.5",33
6308,1088,"12",49
6309,1089,"XS",52
6310,1089,"S",48
6311,1089,"M",34
6312,1089,"L",18
6313,1089,"XL",58
6314,1089,"XXL",43
6315,1090,"XS",54
6316,1090,"S",25
6317,1090,"M",28
6318,1090,"L",20
6319,1090,"XL",49
6320,1090,"XXL",15
6321,1091,"XS",41
6322,1091,"S",19
6323,1091,"M",31
6324,1091,"L",6
6325,1091,"XL",57
6326,1091,"XXL",29
6327,1092,"XS",11
6328,1092,"S",34
6329,1092,"M",9
6330,1092,"L",37
6331,1092,"XL",15
6332,1092,"XXL",50
6333,1093,"XS",52
6334,1093,"S",39
6335,1093,"M",31
6336,1093,"L",26
6337,1093,"XL",12
6338,1093,"XXL",35
6339,1094,"XS",58
6340,1094,"S",28
6341,1094,"M",36
6342,1094,"L",44
6343,1094,"XL",53
6344,1094,"XXL",43
6345,1095,"XS",10
6346,1095,"S",27
6347,1095,"M",29
6348,1095,"L",16
6349,1095,"XL",8
6350,1095,"XXL",26
6351,1096,"XS",32
6352,1096,"S",45
6353,1096,"M",54
6354,1096,"L",44
6355,1096,"XL",55
6356,1096,"XXL",51
6357,1097,"XS",1
6358,1097,"S",33
6359,1097,"M",5
6360,1097,"L",31
6361,1097,"XL",41
6362,1097,"XXL",12
6363,1098,"XS",0
6364,1098,"S",32
6365,1098,"M",17
6366,1098,"L",15
6367,1098,"XL",5
6368,1098,"XXL",34
6369,1099,"XS",50
6370,1099,"S",18
6371,1099,"M",37
6372,1099,"L",12
6373,1099,"XL",22
6374,1099,"XXL",4
6375,1100,"XS",29
6376,1100,"S",4
6377,1100,"M",3
6378,1100,"L",44
6379,1100,"XL",23
6380,1100,"XXL",38
6381,1101,"XS",14
6382,1101,"S",1
6383,1101,"M",39
6384,1101,"L",26
6385,1101,"XL",29
6386,1101,"XXL",41
6387,1102,"XS",41
6388,1102,"S",24
6389,1102,"M",59
6390,1102,"L",5
6391,1102,"XL",24
6392,1102,"XXL",23
6393,1103,"XS",56
6394,1103,"S",30
6395,1103,"M",5
6396,1103,"L",26
6397,1103,"XL",53
6398,1103,"XXL",9
6399,1104,"7",51
6400,1104,"7.5",17
6401,1104,"8",57
6402,1104,"8.5",13
6403,1104,"9",20
6404,1104,"9.5",37
6405,1104,"10",39
6406,1104,"10.5",38
6407,1104,"11",18
6408,1104,"11.5",39
6409,1104,"12",46
6410,1105,"7",28
6411,1105,"7.5",23
6412,1105,"8",37
6413,1105,"8.5",49
6414,1105,"9",55
6415,1105,"9.5",22
6416,1105,"10",21
6417,1105,"10.5",3
6418,1105,"11",10
6419,1105,"11.5",10
6420,1105,"12",14
6421,1106,"XS",38
6422,1106,"S",1
6423,1106,"M",57
6424,1106,"L",6
6425,1106,"XL",17
6426,1106,"XXL",54
6427,1107,"XS",55
6428,1107,"S",50
6429,1107,"M",35
6430,1107,"L",41
6431,1107,"XL",31
6432,1107,"XXL",2
6433,1108,"XS",32
6434,1108,"S",34
6435,1108,"M",34
6436,1108,"L",30
6437,1108,"XL",14
6438,1108,"XXL",1
6439,1109,"One Size",23
6440,1110,"One Size",40
6441,1111,"One Size",50
6442,1112,"One Size",10
6443,1113,"One Size",47
6444,1114,"One Size",59
6445,1115,"One Size",45
6446,1116,"One Size",16
6447,1117,"One Size",4
6448,1118,"XS",0
6449,1118,"S",10
6450,1118,"M",59
6451,1118,"L",47
6452,1118,"XL",48
6453,1118,"XXL",57
6454,1119,"XS",50
6455,1119,"S",57
6456,1119,"M",44
6457,1119,"L",11
6458,1119,"XL",52
6459,1119,"XXL",39
6460,1120,"7",44
6461,1120,"7.5",51
6462,1120,"8",25
6463,1120,"8.5",34
6464,1120,"9",18
6465,1120,"9.5",25
6466,1120,"10",3
6467,1120,"10.5",50
6468,1120,"11",24
6469,1120,"11.5",48
6470,1120,"12",52
6471,1121,"7",50
6472,1121,"7.5",30
6473,1121,"8",4
6474,1121,"8.5",25
6475,1121,"9",49
6476,1121,"9.5",40
6477,1121,"10",5
6478,1121,"10.5",53
6479,1121,"11",23
6480,1121,"11.5",32
6481,1121,"12",3
6482,1122,"7",49
6483,1122,"7.5",45
6484,1122,"8",16
6485,1122,"8.5",48
6486,1122,"9",37
6487,1122,"9.5",4
6488,1122,"10",56
6489,1122,"10.5",38
6490,1122,"11",10
6491,1122,"11.5",21
6492,1122,"12",27
6493,1123,"7",37
6494,1123,"7.5",11
6495,1123,"8",9
6496,1123,"8.5",58
6497,1123,"9",18
6498,1123,"9.5",10
6499,1123,"10",24
6500,1123,"10.5",18
6501,1123,"11",24
6502,1123,"11.5",37
6503,1123,"12",40
6504,1124,"7",51
6505,1124,"7.5",17
6506,1124,"8",52
6507,1124,"8.5",27
6508,1124,"9",50
6509,1124,"9.5",57
6510,1124,"10",0
6511,1124,"10.5",37
6512,1124,"11",22
6513,1124,"11.5",47
6514,1124,"12",26
6515,1125,"7",4
6516,1125,"7.5",12
6517,1125,"8",58
6518,1125,"8.5",19
6519,1125,"9",2
6520,1125,"9.5",56
6521,1125,"10",26
6522,1125,"10.5",31
6523,1125,"11",21
